2025-07-17 12:01:25 - IP: 127.0.0.1 - Path: /admin - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 12:01:37 - IP: 127.0.0.1 - Path: /config - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 12:01:42 - IP: 127.0.0.1 - Path: /php - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 12:11:42 - IP: 127.0.0.1 - Location: Local Network - Path: /admin - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 12:14:37 - IP: 192.168.29.100 - Location: Local Network - Path: /config - UA: Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36
2025-07-17 12:15:21 - IP: 192.168.29.100 - Location: Local Network - Path: /admin - UA: Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36
2025-07-17 12:15:28 - IP: 192.168.29.100 - Location: Local Network - Path: /php - UA: Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36
2025-07-17 14:08:46 - IP: 127.0.0.1 - Attack: Normal - Path: / - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:08:47 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:09:30 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:09:51 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:09:58 - IP: 127.0.0.1 - Attack: Normal - Path: /admin - Captured Credentials: admin/password - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:09:58 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:10:15 - IP: 127.0.0.1 - Attack: Normal - Path: /config - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:10:15 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:12:24 - IP: 127.0.0.1 - Attack: Normal - Path: /admin - Captured Credentials: rajeev/123 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
